currentSentence,pred_bert_1760_1900,genre,date,decade,id,pred_bert_1760_1900_human,summary,hybrid_binary,explanation,classification,sentId
"The sewing machine had hard work to get admit tance into that home, and the needle refused to go out, even when the clicking stranger was fairly established.","[('needle', 0.34), ('machine', 0.31), ('jenny', 0.03), ('woman', 0.03), ('girl', 0.02), ('needles', 0.02), ('wheel', 0.02), ('hand', 0.01), ('maid', 0.01), ('master', 0.01), ('girls', 0.01), ('women', 0.01), ('weaver', 0.01), ('machines', 0.01), ('silk', 0.01), ('had', 0.01), ('line', 0.0), ('lady', 0.0), ('gown', 0.0), ('man', 0.0)]",Non-fiction,1894,1890,13854,"{'woman': 0.03, 'girl': 0.02, 'hand': 0.01, 'maid': 0.01, 'master': 0.01, 'girls': 0.01, 'women': 0.01, 'weaver': 0.01, 'lady': 0.0, 'man': 0.0}","The sewing machine and needle are given human-like agency and reluctance ('had hard work', 'refused'), while the machine is called a 'stranger' entering a 'home', blending mechanical and living registers in a hybrid, anthropomorphic way.",Yes,"{'sewing': 'Refers to the machine, the subject given human-like struggle and agency.', 'stranger': 'Personifies the machine as a social intruder, blending mechanical and living registers.', 'work': ""Implies effort/labor, a human quality attributed to the machine's entry."", 'needle': ""Part of the machine described as 'refusing', an act of will."", 'home': 'Domestic/emotional space into which the mechanical object intrudes, reinforcing hybridity.', 'hard': ""Describes the difficulty of the machine's 'work', reinforcing human-like struggle."", 'had': ""Auxiliary verb constructing the machine's experience of struggle, akin to human effort.""}",anthropomorphism,13854
"Whatmore was powerful in print, and could turn out slashing newspaper articles as easily as a machine pro duces shirt buttons.","[('man', 0.12), ('tailor', 0.1), ('printer', 0.03), ('pen', 0.02), ('boy', 0.02), ('page', 0.01), ('butcher', 0.01), ('giant', 0.01), ('woman', 0.01), ('fly', 0.01), ('lawyer', 0.01), ('spider', 0.01), ('razor', 0.01), ('blacksmith', 0.01), ('painter', 0.01), ('barber', 0.01), ('needle', 0.01), ('baker', 0.01), ('soldier', 0.01), ('shirt', 0.01)]",Fiction,1867,1860,5663,"{'man': 0.12, 'tailor': 0.1, 'boy': 0.02, 'giant': 0.01, 'woman': 0.01, 'lawyer': 0.01, 'blacksmith': 0.01, 'painter': 0.01, 'soldier': 0.01}","The sentence compares a human's writing ease to a machine's mechanical production of buttons, framing human skill/productivity in mechanical terms — this is technomorphism, not hybridity giving the machine feeling or vitality.",No,"Whatmore (human) is likened to a machine, applying mechanical qualities (ease, repetition, output) to human ability. 'Produces' reinforces mechanical process; 'slashing' describes human writing vividly, not the machine; 'a' is not relevant.",technomorphism,5663
"He was purely and simply a two legged copying machine, writing out letters b } T the score, in a neat, mechanical hand, and not too proud to run errands and answer the door bell.","[('clerk', 0.59), ('man', 0.1), ('hand', 0.06), ('machine', 0.05), ('boy', 0.04), ('master', 0.03), ('artist', 0.03), ('desk', 0.01), ('fellow', 0.0), ('woman', 0.0), ('pad', 0.0), ('student', 0.0), ('needle', 0.0), ('bee', 0.0), ('block', 0.0), ('assistant', 0.0), ('dog', 0.0), ('slate', 0.0), ('drone', 0.0), ('writer', 0.0)]",Fiction,1867,1860,5664,"{'clerk': 0.59, 'man': 0.1, 'hand': 0.06, 'boy': 0.04, 'master': 0.03, 'artist': 0.03, 'fellow': 0.0, 'woman': 0.0, 'student': 0.0, 'assistant': 0.0, 'writer': 0.0}","The sentence describes a human as a 'copying machine' with a 'mechanical hand,' projecting mechanical, repetitive qualities onto a person, exemplifying technomorphism rather than a genuine hybrid blending of vitality and mechanism.",No,"‘Mechanical’ and ‘hand’ describe the man’s writing as machine-like, stripping agency/vitality. ‘Legged’ combines with ‘two’ to liken his body to a machine’s structure. ‘,’ is punctuation, not meaningful to classification.",technomorphism,5664
"Mr. Harper had not the least idea in the world he was being in any way offensive, he was only a machine, nothing more, and one cannot expect a machine to be polite.","[('machine', 0.43), ('man', 0.09), ('boy', 0.08), ('gentleman', 0.02), ('child', 0.02), ('mimic', 0.02), ('servant', 0.01), ('brute', 0.01), ('person', 0.01), ('clown', 0.01), ('puppet', 0.01), ('tool', 0.01), ('thing', 0.01), ('fool', 0.01), ('foreigner', 0.01), ('stranger', 0.01), ('toy', 0.01), ('spectator', 0.01), ('lad', 0.01), ('creature', 0.0)]",Fiction,1889,1880,5665,"{'man': 0.09, 'boy': 0.08, 'gentleman': 0.02, 'child': 0.02, 'servant': 0.01, 'brute': 0.01, 'person': 0.01, 'puppet': 0.01, 'fool': 0.01, 'stranger': 0.01, 'spectator': 0.01, 'lad': 0.01, 'creature': 0.0}","Mr. Harper is described as literally 'a machine,' stripped of politeness or awareness, reinforcing a contrast between mechanical and human traits rather than blending them—this is technomorphism, not a hybrid fusion.",No,"'machine' frames Harper as devoid of human courtesy, emphasizing opposition; 'idea' shows lack of human awareness, reinforcing mechanical framing; ',' has no semantic relevance.",technomorphism,5665
"He had never asked her of her past life, whether it had been sweet or bitter; never by kind word or gentle look showed that she was other in his estimation than a machine to keep the house in order, dust his books, make his fires, get his meals Hester 's Sacrifice. 312 ready, take his wages and be content.","[('woman', 0.36), ('servant', 0.23), ('girl', 0.21), ('slave', 0.02), ('maid', 0.02), ('child', 0.02), ('daughter', 0.01), ('mistress', 0.01), ('wife', 0.01), ('man', 0.01), ('dependent', 0.01), ('person', 0.01), ('sister', 0.01), ('boy', 0.0), ('creature', 0.0), ('companion', 0.0), ('mother', 0.0), ('help', 0.0), ('lady', 0.0), ('capacity', 0.0)]",Fiction,1866,1860,5669,"{'woman': 0.36, 'servant': 0.23, 'girl': 0.21, 'slave': 0.02, 'maid': 0.02, 'child': 0.02, 'mistress': 0.01, 'wife': 0.01, 'man': 0.01, 'person': 0.01, 'sister': 0.01, 'boy': 0.0, 'creature': 0.0, 'companion': 0.0, 'mother': 0.0, 'lady': 0.0}","The sentence describes a woman being treated as a mere 'machine' for housework, denying her human individuality and feelings, framing her mechanically rather than blending vitality with machinery.",No,"a: empty, no specific words given.",technomorphism,5669
"She was just a machine there to do her duty, and take her wages, nothing more than that.","[('girl', 0.46), ('servant', 0.2), ('woman', 0.15), ('creature', 0.02), ('person', 0.01), ('child', 0.01), ('maid', 0.01), ('lass', 0.01), ('lady', 0.01), ('slave', 0.01), ('thing', 0.0), ('prisoner', 0.0), ('soul', 0.0), ('stranger', 0.0), ('one', 0.0), ('body', 0.0), ('man', 0.0), ('lad', 0.0), ('being', 0.0), ('fool', 0.0)]",Fiction,1866,1860,5670,"{'girl': 0.46, 'servant': 0.2, 'woman': 0.15, 'creature': 0.02, 'person': 0.01, 'child': 0.01, 'maid': 0.01, 'lady': 0.01, 'slave': 0.01, 'prisoner': 0.0, 'soul': 0.0, 'stranger': 0.0, 'body': 0.0, 'man': 0.0, 'lad': 0.0, 'being': 0.0, 'fool': 0.0}","The sentence describes a woman in mechanical terms, reducing her to a soulless duty-performing device rather than blending living and mechanical registers—this is opposition, not hybridity.",No,"'a' (machine) and 'her' mark the technomorphic reduction of the woman to a mechanical object; 'was' asserts identity as machine; 'take' describes mere mechanical function (wages); ',' has no semantic relevance.",technomorphism,5670
"She had had it much laid upon her mind of late that Jane had a purpose to fulfil in thus casting herself upon the mighty deep and going forth Hester 's Sacrifice. 227 among a people of strange speech, a people, moreover, sunk in darkness and the shadow of death; and it might be a dawning of this in her own heart that was beginning to work upon the girl and rouse her from the listless, machine like unconcern with which she had hitherto gone about her duties.","[('child', 0.69), ('dream', 0.07), ('statue', 0.05), ('death', 0.04), ('ghost', 0.02), ('business', 0.01), ('sphinx', 0.01), ('woman', 0.01), ('maiden', 0.01), ('girl', 0.0), ('trance', 0.0), ('spirit', 0.0), ('nun', 0.0), ('bird', 0.0), ('sleep', 0.0), ('phantom', 0.0), ('lamb', 0.0), ('corpse', 0.0), ('dove', 0.0), ('worm', 0.0)]",Fiction,1866,1860,5671,"{'child': 0.69, 'ghost': 0.02, 'woman': 0.01, 'girl': 0.0, 'spirit': 0.0}","The sentence describes a girl's prior emotional detachment as 'machine like unconcern,' projecting mechanical qualities onto human behavior rather than attributing life to machines, making it technomorphic rather than hybrid.",No,"‘listless’ and ‘unconcern’ describe her emotional state, ‘like’ links this state to a machine comparison, and ‘.’ ends the technomorphic clause equating human indifference with mechanical function.",technomorphism,5671
"But having introduced sewing machines, they were obliged to turn 236 Hester s Sacrifice. off many of their hands, herself amongst the number, and she had come to Angusbury to seek work, in wliich search, however, she had hitherto met with scant success, and it was in consequence of Miss Lapiter 's recom mendation that she had determined to turn her attention to domestic service.","[('machines', 0.78), ('materials', 0.03), ('machinery', 0.03), ('girls', 0.01), ('women', 0.01), ('needles', 0.01), ('machine', 0.01), ('tools', 0.0), ('people', 0.0), ('men', 0.0), ('masters', 0.0), ('material', 0.0), ('ladies', 0.0), ('there', 0.0), ('facilities', 0.0), ('operations', 0.0), ('children', 0.0), ('gear', 0.0), ('manufacturers', 0.0), ('patterns', 0.0)]",Fiction,1866,1860,5672,"{'girls': 0.01, 'women': 0.01, 'people': 0.0, 'men': 0.0, 'masters': 0.0, 'ladies': 0.0, 'children': 0.0, 'manufacturers': 0.0}","The sentence discusses workers displaced by sewing machines, using 'hands' to mean workers, but this is conventional labor terminology rather than a hybrid blending of mechanical and emotional/living registers.",No,"sewing: refers to machines but not personified; hands: conventional metonym for workers, not technomorphic; service, work, success, introduced, domestic, scant: describe employment context, not mechanical/emotional interpenetration.",neutral,5672
"Mr. Shamdoo had a theory that bank clerks should be mere machines, and that, if they had any brains, they should not be a Uowed to exercise them.","[('boys', 0.16), ('children', 0.1), ('machines', 0.05), ('fools', 0.03), ('puppets', 0.03), ('men', 0.03), ('animals', 0.03), ('mortals', 0.02), ('clerks', 0.02), ('servants', 0.02), ('drones', 0.02), ('idiots', 0.02), ('skeletons', 0.02), ('tools', 0.01), ('infants', 0.01), ('amateurs', 0.01), ('creatures', 0.01), ('slaves', 0.01), ('women', 0.01), ('monkeys', 0.01)]",Fiction,1882,1880,13871,"{'boys': 0.16, 'children': 0.1, 'fools': 0.03, 'puppets': 0.03, 'men': 0.03, 'mortals': 0.02, 'clerks': 0.02, 'servants': 0.02, 'creatures': 0.01, 'slaves': 0.01, 'women': 0.01}","The sentence describes bank clerks as ideally 'mere machines' who shouldn't use their brains, projecting mechanical qualities (lack of agency, mere function) onto humans—a technomorphic move reflecting hybrid interpenetration of registers.",Yes,"{'mere machines': 'core phrase equating humans directly with mechanical objects', 'clerks': 'the humans being technomorphized', 'brains': 'human faculty explicitly suppressed to align with machine-like function', 'shamdoo': 'the one proposing the dehumanizing theory', 'exercise': 'refers to using brains, which is denied to maintain machine-like state', 'theory, should, be, they, them, a, and, ., ,, mr': 'grammatical/structural words with no independent semantic contribution to the hybridity'}",technomorphism,13871
I think Miss Dombrain not one whit more attractive than I thought her a month ago; but I can see the value of such a talking machine.,"[('woman', 0.68), ('wife', 0.05), ('companion', 0.04), ('girl', 0.03), ('person', 0.02), ('lady', 0.01), ('power', 0.01), ('one', 0.01), ('man', 0.0), ('influence', 0.0), ('husband', 0.0), ('medium', 0.0), ('character', 0.0), ('life', 0.0), ('head', 0.0), ('needle', 0.0), ('mistress', 0.0), ('position', 0.0), ('maid', 0.0), ('match', 0.0)]",Fiction,1876,1870,13874,"{'woman': 0.68, 'wife': 0.05, 'companion': 0.04, 'girl': 0.03, 'person': 0.02, 'lady': 0.01, 'man': 0.0, 'husband': 0.0, 'medium': 0.0, 'character': 0.0, 'life': 0.0, 'head': 0.0, 'mistress': 0.0, 'maid': 0.0}","The sentence describes a person, Miss Dombrain, as a 'talking machine,' applying mechanical terminology to a human being, blending living and mechanical registers.",Yes,"{'talking': ""Part of the phrase 'talking machine,' directly applying mechanical function to a human."", 'a': ""Article introducing the mechanical metaphor 'a talking machine' describing Miss Dombrain."", 'ago': 'Temporal reference with no bearing on the human-machine metaphor.', 'attractive': 'Describes her human/physical quality, contrasted with the mechanical description that follows.', 'miss': 'Refers to the human subject who is metaphorically described as a machine, establishing the technomorphic contrast.'}",technomorphism,13874
"' ' There 's one of the things we find fault with in the machines, "" says the old farmer, "" the threshing machine beats the straw to briss ( an Irish term which signifies to break — broken small ), aud we ca not get good straw fit for thatching for love or money. ""","[('machine', 0.78), ('hand', 0.01), ('-', 0.01), ('party', 0.01), ('boy', 0.01), ('wheel', 0.01), ('mill', 0.01), ('floor', 0.01), ('man', 0.01), ('master', 0.01), ('board', 0.01), ('wind', 0.01), ('process', 0.0), ('machines', 0.0), ('men', 0.0), ('##man', 0.0), ('rod', 0.0), ('knife', 0.0), ('hammer', 0.0), ('stone', 0.0)]",Non-fiction,1891,1890,13889,"{'hand': 0.01, 'boy': 0.01, 'man': 0.01, 'master': 0.01, 'men': 0.0, '##man': 0.0}","The sentence describes a mechanical fault (threshing machine breaking straw) in purely functional, practical terms, without attributing feeling, vitality, or agency to the machine, nor mechanical traits to humans.",No,"{'threshing': ""Refers to the machine's function, described mechanically, not emotionally."", 'things': 'Generic reference to faults, no anthropomorphic or technomorphic content.', 'straw': 'Object acted upon; no vitality or emotion implied.', 'there': 'Discourse marker, no relevance.', 'which': 'Grammatical connector, no relevance.', 'machines': 'Referred to functionally as tools with faults, not living entities.', 'farmer': 'Human speaker, described normally, not mechanically.', 'thatching': 'Refers to human craft/use of straw, unrelated to machine metaphor.', 'we': 'Refers to farmers collectively, human agency described normally.', '""': 'Punctuation, no semantic relevance.'}",neutral,13889
"The whirr of the sewing machine was her only company, but she did not mind solitude.","[('machine', 0.61), ('needles', 0.08), ('machines', 0.07), ('needle', 0.05), ('girls', 0.04), ('wheel', 0.03), ('machinery', 0.01), ('women', 0.01), ('crowd', 0.01), ('room', 0.01), ('girl', 0.0), ('jenny', 0.0), ('about', 0.0), ('woman', 0.0), ('table', 0.0), ('children', 0.0), ('maids', 0.0), ('wind', 0.0), ('maid', 0.0), ('hands', 0.0)]",Fiction,1896,1890,13892,"{'girls': 0.04, 'women': 0.01, 'crowd': 0.01, 'girl': 0.0, 'woman': 0.0, 'children': 0.0, 'maid': 0.0, 'hands': 0.0}","The sewing machine is framed as 'company,' giving it a mildly social/living role, while the woman remains emotionally described. This is a soft hybridity, not strong anthropomorphism or technomorphism.",Yes,"{'sewing': 'Refers to the machine, central to the mechanical register.', 'she': 'Refers to the human subject, contrasted with the machine.', 'company': 'Key word implying the machine provides companionship, a human/social quality.', 'whirr': 'Mechanical sound, but framed poetically as presence/company.', '.': 'No relevance.', 'mind': 'Human cognitive/emotional verb, shows her feeling toward solitude.', 'the': 'No relevance.', 'only': 'Emphasizes the machine as sole companion, reinforcing hybrid framing.', 'but': 'Connects contrasting ideas (solitude vs. companionship).', 'of': 'No relevance.', 'not': ""Part of 'did not mind,' emotional stance."", 'was': ""Links machine's whirr to her state of being accompanied."", ',': 'No relevance.', 'her': 'Refers to the human subject.', 'did': ""Part of emotional expression 'did not mind.'""}",anthropomorphism,13892
"He gave his bicycle a quick turn which saved the child, but the machine was not balanced sufficiently and By a Winding Path, 211 went over.","[('child', 0.25), ('bicycle', 0.21), ('horse', 0.09), ('pony', 0.06), ('boy', 0.05), ('machine', 0.05), ('wheel', 0.04), ('animal', 0.03), ('man', 0.03), ('rider', 0.01), ('donkey', 0.01), ('latter', 0.01), ('beast', 0.01), ('mule', 0.01), ('other', 0.01), ('driver', 0.0), ('brute', 0.0), ('limb', 0.0), ('body', 0.0), ('lad', 0.0)]",Fiction,1896,1890,13894,"{'child': 0.25, 'boy': 0.05, 'man': 0.03, 'rider': 0.01, 'driver': 0.0, 'brute': 0.0, 'body': 0.0, 'lad': 0.0}","The bicycle is described with physical states like being 'balanced' or going over, but this reflects mechanical function rather than vitality or feeling, so no true hybridity is present.",No,"{'child': 'Refers to a human but not linked to mechanical or emotional hybridity.', 'bicycle': 'The machine in question, described only in terms of physical balance, not vitality or agency.', 'the': 'Function word, no semantic contribution.', '.': 'Punctuation, no semantic contribution.', 'was': 'Copula verb describing state of balance, purely mechanical description.', 'he': 'Refers to the human rider, acting on the machine but not merging registers.'}",neutral,13894
"More like a machine than a man, the younger took a quill pen and signed a deed.","[('boy', 0.26), ('child', 0.14), ('woman', 0.09), ('man', 0.08), ('dog', 0.04), ('father', 0.03), ('poet', 0.02), ('ghost', 0.02), ('lawyer', 0.02), ('fool', 0.01), ('saint', 0.01), ('brother', 0.01), ('god', 0.01), ('brute', 0.01), ('philosopher', 0.01), ('demon', 0.01), ('girl', 0.01), ('devil', 0.01), ('beast', 0.01), ('sage', 0.01)]",Fiction,1895,1890,5713,"{'boy': 0.26, 'child': 0.14, 'woman': 0.09, 'man': 0.08, 'father': 0.03, 'poet': 0.02, 'ghost': 0.02, 'lawyer': 0.02, 'fool': 0.01, 'brother': 0.01, 'god': 0.01, 'brute': 0.01, 'philosopher': 0.01, 'demon': 0.01, 'girl': 0.01, 'devil': 0.01}","The sentence describes a human acting 'like a machine,' emphasizing mechanical, unfeeling repetition over human agency—an example of technomorphism, not a hybrid blending of registers.",No,"man, than: central to comparison depicting human as machine-like; deed: mechanical, repetitive action signed without feeling; more, a, pen: minor grammatical/contextual words, not directly relevant to hybridity.",technomorphism,5713
"The Dragon holds fast with a dead gripe the little machine '. If he would have taken half so much pains to have done other things, as he has of late to exert himself against the Esquire, he might have been a Dragon, instead of a Dagon.","[('boy', 0.04), ('da', 0.03), ('man', 0.03), ('lad', 0.03), ('dog', 0.02), ('fellow', 0.02), ('red', 0.02), ('gentleman', 0.01), ('squire', 0.01), ('lord', 0.01), ('cha', 0.01), ('span', 0.01), ('black', 0.01), ('dragon', 0.01), ('thing', 0.01), ('english', 0.01), ('sir', 0.01), ('pony', 0.01), ('beast', 0.01), ('don', 0.01)]",Fiction,1892,1890,13906,"{'boy': 0.04, 'man': 0.03, 'lad': 0.03, 'fellow': 0.02, 'gentleman': 0.01}","The Dragon (human figure) is described gripping a 'machine' with a 'dead gripe,' blending living/agentive action with mechanical object, showing interpenetration of registers rather than strict opposition.",Yes,"little: modifies 'machine,' emphasizing its object-status yet integrated into living action; dagon: mocking human name paralleling Dragon, reinforcing hybrid identity; gripe: a living, bodily/emotional act applied to holding a machine; dragon: human agent given mythic/vital quality; esquire: human social figure, contrasts with machine metaphor; machine: mechanical object grasped by living force.",anthropomorphism,13906
"To the former, that he is no mere machine, warranted to feed another machine with a certain amount of Latin and Greek per diem — but a living, acting, thinking man, whose experience of hfe must be brought to bear upon those young hearts with which he had to deal.","[('machine', 0.29), ('man', 0.13), ('mechanic', 0.07), ('boy', 0.03), ('inventor', 0.02), ('student', 0.01), ('professor', 0.01), ('animal', 0.01), ('mortal', 0.01), ('artist', 0.01), ('teacher', 0.01), ('child', 0.01), ('gardener', 0.01), ('machines', 0.01), ('farmer', 0.01), ('mechanical', 0.01), ('engineer', 0.01), ('agent', 0.01), ('clerk', 0.01), ('person', 0.01)]",Fiction,1866,1860,13916,"{'man': 0.13, 'mechanic': 0.07, 'boy': 0.03, 'inventor': 0.02, 'student': 0.01, 'mortal': 0.01, 'artist': 0.01, 'teacher': 0.01, 'child': 0.01, 'farmer': 0.01, 'engineer': 0.01, 'agent': 0.01, 'clerk': 0.01, 'person': 0.01}","The sentence explicitly opposes machine and man, asserting the teacher is 'no mere machine' but a 'living, acting, thinking man' — this is dichotomy, not hybridity, despite invoking mechanical language to define the human by contrast.",No,"'man' is emphasized as opposite to 'machine,' asserting human vitality against mechanical function. 'hearts' reinforces emotional/human depth, reinforcing the human/machine opposition rather than blending them.",technomorphism,13916
Lady Augusta 's stall of pretty girls proved almost as attractive as the window of a sewing machine shop and far more re munerative.,"[('machine', 0.53), ('-', 0.41), ('girls', 0.03), ('machines', 0.01), ('##s', 0.0), ('peoples', 0.0), ('ladies', 0.0), ('needle', 0.0), ('dress', 0.0), ('mothers', 0.0), ('silk', 0.0), ('women', 0.0), ('masters', 0.0), ('maids', 0.0), ('cotton', 0.0), ('firms', 0.0), ('clothes', 0.0), ('goods', 0.0), ('day', 0.0), ('match', 0.0)]",Fiction,1866,1860,13917,"{'girls': 0.03, 'ladies': 0.0, 'women': 0.0, 'masters': 0.0}","The sentence compares girls at a stall to a shop window display, framing human attractiveness through a mechanical/commercial analogy, but without granting the machine feeling or humans machine-like traits directly.",No,"Words like 'sewing', 'shop', 'window' evoke a mechanical, commercial context used as a comparison point, while 'girls', 'pretty', 'lady' refer to human charm. The comparison is analogical, not a blending of vitality/agency between machine and human.",neutral,13917
"Thus, under the same roof were gathered the beauty and talent of Greece, Italy, Germany, Holland, Southern Russia, Switzerland, and other countries, all of course Christian; for the privilege which men enjoy, of converting the daughters of their several countries into portable machines for the amuse ment of the world, only belongs to Christian lands.","[('dwellings', 0.22), ('homes', 0.13), ('houses', 0.08), ('garments', 0.03), ('children', 0.03), ('beings', 0.02), ('apartments', 0.02), ('##s', 0.01), ('schools', 0.01), ('cottages', 0.01), ('families', 0.01), ('toys', 0.01), ('persons', 0.01), ('articles', 0.01), ('tables', 0.01), ('rooms', 0.01), ('vehicles', 0.01), ('mansions', 0.01), ('machines', 0.01), ('girls', 0.01)]",Non-fiction,1854,1850,5728,"{'children': 0.03, 'beings': 0.02, 'persons': 0.01, 'girls': 0.01}","The sentence describes women ('daughters') being converted into 'portable machines' for amusement, blending human and mechanical registers by casting living people in technomorphic terms.",Yes,"{'into': ""Marks the transformation 'converting...into portable machines,' the key hybrid phrase merging human and mechanical registers."", ';': ""Separates clauses, structurally linking the description of women to the critique of Christian lands' practices."", 'daughters': 'Refers to human women, who are then described as machines, creating the technomorphic blend.', 'lands': ""Refers to 'Christian lands,' the geographic/cultural context enabling this mechanization of women."", ',': ""Used throughout to list countries and clauses, structuring the sentence's comparative and descriptive elements."", 'for': ""Introduces the justifying clause explaining why this conversion is a 'privilege' of Christian lands."", 'amuse': ""Part of 'amusement of the world,' indicating the purpose for which women are turned into machines."", 'countries': 'Refers to the nations from which these women originate, emphasizing cultural breadth of the practice.', 'christian': ""Qualifies 'lands,' ironically noting that only Christian societies claim this dubious 'privilege.'"", 'belongs': ""Indicates ownership of the 'privilege,' reinforcing the critique of Christian entitlement to commodify women."", 'converting': 'Directly signals the technomorphic transformation of women into machines.', 'men': 'Refers to the agents who perform the conversion, highlighting human agency over other humans.', 'ment': ""Part of 'amusement,' denoting the frivolous purpose behind the human-to-machine conversion.""}",technomorphism,5728
"Dulce sang over her sewing machine, and Phillis went from one to the other with a grave, intent face.","[('machine', 0.31), ('basket', 0.06), ('girls', 0.03), ('again', 0.03), ('machines', 0.03), ('needles', 0.03), ('needle', 0.02), ('books', 0.01), ('materials', 0.01), ('together', 0.01), ('children', 0.01), ('desk', 0.01), ('##s', 0.01), ('things', 0.01), ('patterns', 0.01), ('stool', 0.01), ('herself', 0.01), ('table', 0.01), ('sticks', 0.01), ('tools', 0.01)]",Fiction,1884,1880,13925,"{'girls': 0.03, 'children': 0.01}","The sentence describes a human singing and moving with emotion near a sewing machine, but the machine itself is not given feeling or agency, nor is the human described mechanically. No hybridity present.",No,"{'sewing': 'Refers to the mechanical object but no vitality or emotion attributed to it.', 'face': 'Describes human expression, not mechanical trait.', 'her': 'Refers to Dulce, a human subject.', 'grave': ""Describes Phillis's human emotional expression."", 'over': 'Spatial preposition, no bearing on register blending.', 'intent': 'Human emotional/mental quality, not mechanical.', ',': 'Punctuation, no semantic content.', 'with': 'Connects descriptive phrase, neutral.', 'one': 'Refers to person/machine transition, neutral.', 'from': 'Indicates movement between people, neutral.', 'a': 'Article, no semantic weight.'}",neutral,13925
"Lady AA 'onbank had ceased speaking, and, in obedience to a motion from her, Croker began to fan her mistress with the uniformity of a machine.","[('fan', 0.49), ('breeze', 0.02), ('child', 0.02), ('flame', 0.02), ('woman', 0.02), ('fairy', 0.01), ('feather', 0.01), ('magician', 0.01), ('garment', 0.01), ('wind', 0.01), ('lady', 0.01), ('furnace', 0.01), ('queen', 0.01), ('mistress', 0.01), ('witch', 0.01), ('duchess', 0.01), ('nurse', 0.01), ('candle', 0.01), ('butterfly', 0.01), ('cat', 0.01)]",Fiction,1865,1860,5735,"{'child': 0.02, 'woman': 0.02, 'fairy': 0.01, 'lady': 0.01, 'queen': 0.01, 'mistress': 0.01, 'nurse': 0.01}","Croker, a human servant, is described as fanning with 'the uniformity of a machine,' projecting mechanical repetition onto human action — a technomorphic depiction, not machine vitality.",No,"‘Uniformity’ and ‘motion’ describe mechanical repetitiveness applied to Croker (‘fan’), a human; ‘mistress’ and ‘a/.’ are structural, not relevant to hybridity.",technomorphism,5735
It is now done by a machine.,"[('man', 0.14), ('woman', 0.11), ('boy', 0.07), ('day', 0.07), ('hand', 0.06), ('machine', 0.06), ('week', 0.05), ('mill', 0.02), ('servant', 0.02), ('master', 0.02), ('hundred', 0.01), ('person', 0.01), ('lad', 0.01), ('cart', 0.01), ('month', 0.01), ('carpenter', 0.01), ('child', 0.01), ('smith', 0.01), ('weaver', 0.01), ('nail', 0.01)]",Fiction,1891,1890,13934,"{'man': 0.14, 'woman': 0.11, 'boy': 0.07, 'hand': 0.06, 'servant': 0.02, 'master': 0.02, 'person': 0.01, 'lad': 0.01, 'carpenter': 0.01, 'child': 0.01, 'weaver': 0.01}","The sentence simply states that a machine performs a task, with no attribution of feeling, vitality, or human-like qualities to the machine, nor any mechanical description of humans.",No,"done: neutral action verb, no emotional/vital quality; a: article, no relevance; now: temporal marker, no relevance; by: indicates agency but purely functional; machine.: referred to as tool, no anthropomorphic trait; it: neutral pronoun; is: copula, neutral; ",neutral,13934
"9. These rags are torn to pieces by machines till they look like fibres of wool; they are then mixed with a little new wool, and after wards spun and woven again into cloth.","[('hand', 0.14), ('boys', 0.08), ('men', 0.07), ('hands', 0.05), ('wind', 0.05), ('force', 0.04), ('women', 0.03), ('machinery', 0.03), ('dogs', 0.02), ('ropes', 0.02), ('children', 0.02), ('worms', 0.02), ('hammering', 0.01), ('cats', 0.01), ('weight', 0.01), ('roots', 0.01), ('fingers', 0.01), ('water', 0.01), ('slaves', 0.01), ('winds', 0.01)]",Fiction,1891,1890,13935,"{'hand': 0.14, 'boys': 0.08, 'men': 0.07, 'hands': 0.05, 'women': 0.03, 'children': 0.02, 'slaves': 0.01}","The sentence describes machines mechanically processing rags into fibres, with no emotional or vital qualities attributed to the machines, nor mechanical qualities attributed to humans.",No,"{'by': ""'by' simply indicates agency of the machines performing a physical process; it does not attribute feeling, will, or vitality to them, so it does not support anthropomorphism or hybridity.""}",neutral,13935
"Drive into Kuren; fail to get inside the soomah; saw many praying machines busily at work, it being a windy day!","[('women', 0.31), ('people', 0.25), ('men', 0.08), ('and', 0.07), ('girls', 0.05), ('children', 0.03), ('persons', 0.02), ('priests', 0.02), ('crowds', 0.01), ('very', 0.01), ('natives', 0.01), (',', 0.01), ('parties', 0.01), ('labourers', 0.01), ('many', 0.0), ('females', 0.0), ('monks', 0.0), ('ladies', 0.0), ('saints', 0.0), ('arabs', 0.0)]",Non-fiction,1871,1870,13938,"{'women': 0.31, 'people': 0.25, 'men': 0.08, 'girls': 0.05, 'children': 0.03, 'persons': 0.02, 'labourers': 0.01, 'females': 0.0, 'ladies': 0.0}","The sentence describes 'praying machines' as 'busily at work,' attributing human-like religious devotion and industrious activity to mechanical objects, reflecting a hybrid, animistic view of machines.",Yes,"'Praying' attributes human spiritual activity to machines; 'busily' and 'at work' imply purposeful, living engagement. 'Many' and 'saw' provide context/quantity but aren't themselves anthropomorphic markers.",anthropomorphism,13938
