summary,hybrid_binary,explanation,classification,sentId
"The sentence describes barbers as 'mere machines' who mechanically repeat tasks without awareness, projecting mechanical qualities onto humans—this is technomorphism, not a hybrid blending, since it emphasizes machines as soulless in contrast to true human awareness.",No,"{'mere': 'Emphasizes reduction of humans to machine-like status, reinforcing the mechanical/human contrast rather than blending them.', 'nothing': 'Highlights lack of awareness or agency, reinforcing mechanical emptiness attributed to humans.', 'particulars': 'Refers to specific human/social knowledge the barbers lack, underscoring their mechanical ignorance.', 'are': ""Copula asserting identity ('they are machines'), directly stating the technomorphic metaphor."", 'know': ""Negated repeatedly ('know nothing') to stress mechanical unawareness, not living cognition."", 'shops': 'Sets the mundane, repetitive labor context that supports the mechanical characterization.', 'night': 'Refers to social/human event the barbers are ignorant of, contrasting mechanical dullness with living social life.', 'instrument': 'Refers to the razor, reinforcing mechanical, tool-like framing of their work.', ',': 'Punctuation structuring the list of mechanical, repetitive actions.', 'shave': ""The repetitive, mechanical action performed by the 'machines,' reinforcing the technomorphic metaphor.""}",technomorphism,15810
"The sentence describes a commercial transaction about purchasing a sewing machine on installment, using 'she' to refer to the machine but in a purely grammatical/conventional sense, not implying vitality or feeling.",No,"The words 'second, hand, good, a, the' are neutral descriptors referring to the machine's condition and price; they do not attribute human qualities or reduce humans to mechanical terms.",neutral,15812
"The sentence lists mundane business problems—idle workers, mistreated machines, complaints—without blending emotional or living qualities into the machines themselves; machines remain inert objects contrasted with human staff.",No,"clientele, laveuses (human workers) are living but described neutrally; 'letters' are administrative; 'treated' applies to machines but denotes physical condition, not emotion; 'work' is generic business context—no interpenetration of registers occurs.",neutral,15813
"The sentence links the woman's intellect to her operation of a sewing machine, blending human intellectual qualities with mechanical activity, suggesting a hybrid framing rather than opposition.",Yes,"sewing, machine-related words (sewing, work, duties, house) tie human intellect and daily domestic labor to mechanical operation; 'intellectual with that sewing machine' merges human mental quality with machine use, showing interpenetration rather than contrast.",technomorphism,7624
"The sentence describes a woman operating a sewing machine ('bossed'), implying control/agency over the machine rather than blending human and mechanical traits; no vitality or emotion is attributed to the machine itself.",No,"{'sewing': 'Refers to the type of machine, purely functional/mechanical context, no emotional or living quality attached.', 'in': 'Simply locates the action geographically, irrelevant to hybridity.', 'a': ""Article preceding 'sewing machine,' grammatically neutral, no bearing on anthropomorphic or technomorphic meaning.""}",neutral,7627
"The sentence describes a mechanical papermaking process in purely technical, mechanical terms without attributing feeling, will, or vitality to the machine, nor describing humans mechanically.",No,"'a' and 'by' are grammatical/functional words with no bearing on hybridity. 'dashed' suggests violent motion but is applied mechanically, not emotionally. 'roller' names a mechanical part, used literally, not metaphorically or emotionally.",neutral,7630
"The machines (bathing machines) are described as 'awaiting' the traveler, a mild personification suggesting anticipation, giving inert objects a subtle sense of agency or readiness.",Yes,"‘await’ personifies the machines as if expecting/waiting like people; ‘gaily painted’ gives cheerful, lively color imagery; 'green, white' describe vividness; other words (boat, stage, wheels, sail, hour, minutes) are neutral descriptors of travel logistics, not affecting hybridity.",anthropomorphism,7631
"The sentence describes the narrator playing 'like a machine' due to emotional agitation, projecting mechanical qualities (lack of feeling, rote repetition) onto human performance rather than blending vitality into a machine.",No,"'played' refers to the human action being compared to mechanical function; 'like' signals the simile equating human behavior with machine-like lack of feeling; 'a' is part of the phrase 'a machine,' the object of comparison; ',' has no semantic relevance.",technomorphism,15825
"The knitting machine is described as 'aged,' a human-like quality typically attributed to living beings, blending mechanical and living registers in a hybrid way.",Yes,‘Aged’ anthropomorphizes the knitting machine by giving it a human-like quality of growing old. ‘Knitting’ ties the machine to a human craft/activity. ‘An’ and ‘.’ are not relevant.,anthropomorphism,7634
"The sentence contrasts machines with 'climbing boys' (human chimney sweeps) but does not attribute feeling or vitality to machines, nor mechanical qualities to humans; it's a neutral historical/economic description.",No,"climbing boys refers to human child laborers, not machines described as human; subscriptions and opposition relate to social/economic context; quotation marks emphasize terminology, not blending of registers.",neutral,7635
"The sentence describes a man's emotional reaction ('set him off') using a mechanical simile ('like a thrashing machine'), blending human behavior with machine imagery, reflecting a hybrid, interpenetrating register.",Yes,"{'like': 'Key word introducing the simile comparing human reaction to a machine.', 'thrashing': 'Specifies the mechanical object used to characterize his human reaction, central to technomorphism.', 'set': 'Describes his emotional/behavioral trigger, framed mechanically via the simile.', 'him': 'Refers to the man whose human behavior is described in mechanical terms.', 'mark': 'Refers to his standard/expectation, relevant to the human context being mechanized.', 'he': 'Subject whose behavior is compared to a machine.', 'own': ""Part of 'his own mark', referring to personal human standard."", 'she': 'Subject observing and reasoning about his mechanical-like reaction.', 'knew': 'Indicates her awareness of his mechanical-like tendency.', 'careful': 'Shows her behavior in response to his mechanical predictability.', '.': 'Not relevant, punctuation.', 'a': 'Not relevant, article.', ',': 'Not relevant, punctuation.', 'that': 'Connective word, not directly relevant.', 'distance': 'Refers to her literal/emotional distance, not mechanical.', 'would': 'Modal verb indicating hypothetical mechanical reaction.', 'her': 'Refers to her possessive stance, not directly relevant.', 'was': 'Auxiliary verb, minor relevance.', 'for': 'Connective word, not directly relevant.', 'but': 'Connective word, not directly relevant.', 'proper': 'Refers to her behavior, not mechanical description.'}",technomorphism,15829
"Cuthbert treats himself and others as 'mere machines,' denying vitality and feeling; this reduces humans to mechanical terms rather than blending machine and human traits positively, showing technomorphism, not a genuinely hybrid, interpenetrating vitality.",No,"'Mere' signals a reductive, dismissive framing—humans stripped of agency/feeling, treated as machines. 'Servants' shows human relational context contrasted with this mechanical reduction, reinforcing technomorphic dehumanization rather than blending registers.",technomorphism,7641
"The sentence merely mentions a machine being observed at work, with no attribution of human qualities to it or mechanical qualities to the person; it's a neutral statement.",No,"{'tbe': ""OCR artifact for 'the', no semantic relevance."", 'not': 'Part of negation, no bearing on hybridity.', 'see': ""Refers to human perception, but doesn't blend registers."", 'work': 'Refers to machine functioning, but stated plainly, not vitalized.', 'his': 'Refers to the human subject, no mechanical framing.', 'at': 'Preposition, no semantic weight.', 'bave': ""OCR artifact for 'have', irrelevant."", 'going': 'Refers to human action, not machine-like.', '.': 'Punctuation, no relevance.'}",neutral,7642
"Eton (an institution) is described as a 'lumbering machine' that 'felt' difficulty, blending mechanical and emotional/living registers, showing a hybrid understanding of machines.",Yes,"‘Lumbering machine’ mechanizes Eton, while ‘felt’, ‘poor’, ‘wretched’ humanize it with emotion; ‘old’ and ‘that’ reinforce its personified, aged identity; ‘him’ refers to the person it struggles to keep up with, framing the machine as an emotional agent.",anthropomorphism,7645
"The 'fascinating machine' likely refers metaphorically to a person (possibly a woman), blending mechanical vocabulary with emotional/romantic connotation, suggesting a hybrid interpenetration of registers rather than strict opposition.",Yes,"'Passion' and 'qualities' evoke human emotion/character, while 'machine' applies mechanical language to a person, merging living and mechanical registers. Punctuation marks ('.', '""') are structurally relevant but not semantically significant.",technomorphism,15854
"The sentence describes people as mechanical devices ('machines only, wound up by school teaching'), denying them agency and feeling, framing humans in mechanical terms rather than blending vitality into machines.",No,"'Wound up' and 'machines' cast humans as mechanical objects lacking responsibility; 'thoughts' and 'school' mark the human/educational content being reduced to mechanical function, not machines gaining life.",technomorphism,7666
"Junia refers to herself as 'a mere machine' yet claims her thoughts are free, blending mechanical self-description with human interiority, agency, and emotion (the bright smile), creating a hybrid tension between mechanical and living registers.",Yes,"'Mere' frames her as reduced to machine status; '126' numerically labels her like an object; 'free' asserts human agency/interiority, contrasting with mechanical identity and producing the hybrid effect.",technomorphism,7667
"The sentence describes a human ('you') as a 'high grade machine,' blending human and mechanical registers, which reflects a hybrid understanding through technomorphic projection.",Yes,"{'you': 'Refers to a human addressee, directly equated with a machine, forming the technomorphic core of the sentence.', 'grade': ""Used as 'high grade,' a term for machine quality, applied to a person, reinforcing the mechanical framing of a human."", 'a': ""Article linking 'you' to 'machine,' establishing the identity equation central to the technomorphism."", 'chat': 'Refers to a conversational context (CAPTAINS COURAGEOUS CHAT), situating the mechanical metaphor within a social/human interaction.', ',': 'Punctuation structuring the sentence; not directly relevant to the hybrid meaning.'}",technomorphism,7669
"The sentence describes the human narrator working mechanically, without conscious agency, comparing their own action to that of a machine—illustrating technomorphism through the fusion of human labor and mechanical function.",Yes,"'work' and 'it' relate to the mechanical simile describing human labor; 'a' and ';' are structural, linking the human action to the machine comparison, reinforcing the technomorphic blending of human and mechanical registers.",technomorphism,7673
"The sentence describes 'old fools' as part machine and part old woman, blending human and mechanical registers to characterize people, which is a technomorphic hybrid description even though the subject himself is exempted from it.",Yes,"{'man': 'Refers to human, contrasted with mechanical/feminine mixture; establishes human register.', 'woman': ""Combined with 'machine' to describe old fools, blending human and mechanical qualities."", 'thing': ""Refers vaguely to the topic he's unfit for, not directly relevant to hybridity."", 'a': 'Function word, no semantic contribution to hybridity.', ',': 'Punctuation, no semantic contribution.'}",technomorphism,15867
"The sentence anthropomorphizes machines by giving them human relational and reproductive capacities—marriage and childbirth—blending mechanical and living registers into a hybrid, whimsical scenario.",Yes,"'married' and 'child' project human relational/reproductive roles onto machines; 'bathing' specifies the machine type; 'a' is grammatical, minimal relevance; 'and' connects clauses, structural only.",anthropomorphism,7683
"The sentence describes a machine (likely a stove/lamp) as 'erratic,' a term implying unpredictable, willful behavior, blending mechanical function with living, temperamental qualities, reflecting a hybrid understanding.",Yes,"'This' refers to the machine, the subject of anthropomorphic description. 'Erratic' attributes unpredictable, almost willful behavior to the machine, a human/animal-like quality, reinforcing the hybrid blending of mechanical and living registers.",anthropomorphism,7701
"The sentence is a garbled fragment asking if the listener knows what spinning machines are; it contains no vitality, emotion, or mechanical description of a person, so it lacks hybridity.",No,"Words like 'spinning', 'machines' refer neutrally to mechanical objects without emotional or living attributes; 'you', 'do', 'why', 'from' are ordinary conversational fragments with no anthropomorphic or technomorphic content.",neutral,15920
"The sentence merely references spinning machines in Paris without attributing feeling, vitality, or agency to them, nor describing humans in mechanical terms. No interpenetration of registers is present.",No,"Words like 'spinning', 'machines', 'Paris' simply identify a mechanical object factually. No emotional or human qualities are projected onto the machine, and no human is described mechanically, so none of the words support hybridity.",neutral,15921
"The sentence is a factual, transactional statement about machines being ready to run; it contains no emotional, vital, or human/mechanical crossover language, so it does not reflect a hybrid understanding.",No,"The words 'that, ne, ., shall' are grammatical or structural fragments with no semantic bearing on anthropomorphism or technomorphism; 'ne' appears to be a typo or abbreviation, not meaningful content.",neutral,15925
"The sentence contrasts treating an animal with understanding versus treating it 'merely as a machine,' opposing living/emotional and mechanical registers rather than blending them.",No,"'merely' and 'as' signal comparison that diminishes machine to contrast with living creature; 'treats' shows action of reducing animal to mechanical status; 'rider' and 'study' emphasize human understanding versus mechanical treatment, reinforcing opposition, not hybridity.",technomorphism,7735
"The sentence compares horses to machines via a simile, implying they are treated without feeling or care, which contrasts living/emotional registers against mechanical ones rather than blending them.",No,"{'of': 'Not directly relevant; functions grammatically.', 'that': ""Introduces the clause explaining Kitty's relief; not directly relevant to hybridity."", 'cyril': 'Relevant as the human subject whose harsh treatment of horses is described.', 'his': ""Refers to Cyril's horses, relevant to establishing ownership and behavior."", 'feeling': ""Relevant as it denotes Kitty's emotional reaction, contrasting with the mechanical treatment of horses."", 'had': 'Not directly relevant; auxiliary verb.'}",technomorphism,7736
"The sentence contrasts human treatment with mechanical status, framing the woman as dehumanized rather than blending living and mechanical registers — this reflects opposition, not hybridity.",No,"'work' refers to her labor being disregarded, not machine vitality. '.', 'a' are grammatical markers with no semantic weight. None support interpenetration of registers; instead they reinforce a dehumanizing comparison.",technomorphism,7743
"The sentence explicitly rejects the idea that a poet is 'a mere machine, unconscious of the operations of his own mind,' using mechanical comparison to deny mechanistic unconsciousness, thus invoking technomorphic language even while disputing it.",Yes,"'mere machine, unconscious of the operations of his own mind' applies a mechanical framework to a human (the poet), describing him in machine-like terms, even though the sentence argues against this literal interpretation.",technomorphism,15937
"The sentence explicitly rejects treating machines as 'mere machines' and instead frames them as 'valued friends,' attributing emotional worth and kinship, exemplifying a hybrid, anthropomorphic view of machines.",Yes,"{'friends': 'Attributes human relational/emotional status to machines, directly blending mechanical and living registers.', 'mere': ""Used to negate the purely mechanical view ('not as mere machines'), signaling a shift toward hybridity."", 'master': 'Establishes a human figure whose emotional stance toward machines frames the hybrid relationship.', 'kind': ""Refers to 'thy kind,' addressing machines as a category akin to living beings or species."", 'valued': 'Reinforces emotional/relational worth given to machines, reinforcing anthropomorphic framing.'}",anthropomorphism,7747
"The sentence merely references historical mentions of Archytas's machines by ancient authors, without attributing feeling, vitality, or agency to the machines, nor describing humans mechanically.",No,"All words are neutral, factual, or bibliographic in function ('mentioned', 'also', 'by') or proper nouns identifying people/machines ('Archytas', 'Gellius', 'Laertius'). None imbue the machines with human traits or describe humans mechanically.",neutral,15946
"The sentence compares a boy and machine's speed to a bank teller's, implying the human teller performs like a mechanical calculator—an implicit technomorphic framing rather than explicit hybrid blending.",No,"boy: paired with machine as equivalent calculating agents; bank: teller reduced to a calculating function; a, than, have: structural/comparative words, not directly relevant to hybridity.",technomorphism,7756
"The sentence describes 'channeling machines' being 'set at work' and 'cutting' with possessive 'their,' subtly attributing agency and purposeful action to machines, blending mechanical and living registers.",Yes,"'Channeling' names the machine's function; 'work' implies purposeful labor; 'their' grants possessive agency to machines; 'cutting' suggests active, almost bodily action; 'blocks' and 'all/are' are neutral descriptive terms.",anthropomorphism,15951
"The sentence describes human workers as 'his machines,' stripping them of vitality and independent relation to life, portraying them as mere possessions/mechanisms rather than blending living and mechanical qualities reciprocally.",No,"town: sets ownership context; his: signals possessive control; men: humans reduced to objects; ;: separates clauses equating people with machines; was: establishes possession; sir: identifies the owner, Sir Joseph, reinforcing hierarchical control over dehumanized workers.",technomorphism,15980
"Hartley is described as becoming 'a mere machine,' losing human sensibility and pleasantness — a technomorphic depiction of a human in mechanical terms, reflecting hybrid interpenetration of registers.",Yes,"‘Mere’ and preceding phrase ‘a machine’ frame Hartley as mechanical; ‘good companion,’ ‘pleasant fellow,’ ‘himself’ emphasize lost human warmth, contrasting his prior living, sociable qualities with his new mechanical state.",technomorphism,15985
"The sentence compares a wife to a sewing machine tested on trial, framing a human being in mechanical, commodified terms — a technomorphic move rather than a true interpenetration of registers.",No,"sewing: mechanical object used as comparison; wife: human reduced to machine-like status; trial: commodifies human relationship as product testing; fancy, taking: frame the comparison as a hypothetical, casual thought; a, !, ,: structural/punctuation, no semantic weight.",technomorphism,7797
"The sentence contrasts treating a son as a 'rational creature' versus a 'mere machine,' explicitly opposing human vitality/reason with mechanical inertness, reflecting a technomorphic description rather than a hybrid blending.",No,"‘Man’ refers to the father addressed. ‘Rational’ and ‘creature’ describe human qualities the son should be treated with. ‘Mere machine’ reduces the son to a mechanical, unfeeling status, reinforcing opposition rather than blending registers.",technomorphism,15992
"The old man is compared to a machine 'obedient to the hand that set it in motion,' describing human patience and stillness through mechanical imagery, blending living and mechanical registers.",Yes,"{'a': ""part of comparative phrase 'as if he were a machine' establishing the mechanical simile applied to the man."", 'obedient': 'key term projecting mechanical passivity/function onto the human, reinforcing technomorphism.', '.': 'not relevant, punctuation only.', 'he': 'refers to the old man, the human subject being compared to a machine.', 'patient': 'describes human emotional/behavioral trait, but is immediately reframed mechanically via the machine simile, creating hybridity.'}",technomorphism,7803
"The sentence describes a man lacking independent thought as being 'necessarily a machine,' projecting mechanical qualities (lack of agency, mere repetition) onto a human being, blending human and mechanical registers.",Yes,"man: subject compared to machine; thought: human quality whose absence causes mechanization; himself: reflexive marker of human individuality; a: part of 'a machine', the technomorphic comparison; '.': ends the metaphor equating man without thought to a machine.",technomorphism,15999
"The sentence defends Hannah as more than 'a mere machine,' implying she possesses qualities beyond pure mechanism, suggesting an interpenetration of mechanical and living/emotional registers rather than a strict opposition.",Yes,"{'!': ""Adds emphatic tone to the defense of Hannah's non-mechanical qualities, reinforcing the hybrid framing."", 'mere': ""Key word signaling that 'machine' alone is insufficient to describe Hannah, implying she has additional living/emotional qualities."", 'a': ""Part of the phrase 'a mere machine,' setting up the contrast being challenged."", 'justice': 'Suggests fairness in interpretation, implying Hannah deserves recognition beyond mechanical categorization, reinforcing hybridity.', '""': 'Punctuation marking direct speech, not directly relevant to content but frames the assertion as a spoken defense.'}",anthropomorphism,16002
"The sentence describes bathing machines neutrally as objects on a beach, with no vitality, feeling, or agency attributed to them, nor are humans described in mechanical terms.",No,"The words 'bathing', 'bathers', 'sand', and punctuation marks simply describe a beach scene with mundane objects and people; none of these terms attribute human qualities to machines or mechanical qualities to humans.",neutral,7818
The sentence factually states a historical event—the printing of a newspaper by a machine—without attributing human traits to the machine or mechanical traits to humans. No interpenetration of registers occurs.,No,"Words like 'machine', 'printed', 'first', 'London Times' are neutral descriptors of a factual event. None imply vitality, feeling, or agency for the machine, nor mechanical traits for humans.",neutral,16010
"The sentence reports a factual statement about a machine being taken to a mill and workers ('ands) sworn to prevent it, with no vital or emotional qualities attributed to the machine or mechanical qualities to the humans.",No,"{'new': 'Describes the machine as new, a neutral factual descriptor, not vital or emotional.', 'mill': 'Setting/location, neutral, no register blending implied.', ',': 'Punctuation, no semantic content.', 'sworn': 'Refers to human commitment/oath, a human social act, not mechanical framing.', 'say': 'Reporting verb, neutral, indicates speech act.', 'the': 'Article, no semantic content.', 'is': 'Auxiliary verb, neutral.', '""': 'Quotation mark, no semantic content.', 'prevent': 'Human action verb, describes intention to stop something, not mechanical or vital language.', '.': 'Punctuation, no semantic content.'}",neutral,7821
"The sentence contrasts machines with human waiters, treating machines as functional replacements without attributing feeling or vitality to them, and without describing humans mechanically. It reflects opposition, not interpenetration.",No,"‘instead’ and ‘by’ frame machines as substitutes for humans; ‘human beings’ and ‘waiters’ denote the living, social presence being replaced; ‘dinner’ sets the human/social context. None imply blending of mechanical and living registers.",neutral,16019
"Folter is likened to a machine acting heartlessly (technomorphism), while the hair is described as expressing 'dissatisfaction' (anthropomorphism), blending mechanical and emotional registers together.",Yes,"{'a': 'empty', 'still': 'sets stillness backdrop, not directly relevant', 'hair': 'hair is anthropomorphized as having emotional reaction (dissatisfaction)', 'like': 'introduces simile comparing human to machine, key technomorphic marker', 'heartlessly': 'describes human action as emotionless, mechanical - technomorphism', 'mistress': 'identifies whose hair is being brushed, human context', 'made': 'refers to noises Folter made, minor mechanical sound detail', 'slight': 'describes minor noises, sets mechanical tone', '.': 'empty', 'her': 'refers to mistress, human subject of action'}",anthropomorphism and technomorphism (hybrid),16045
"The sentence describes priests as 'mere machines' performing rote actions, projecting mechanical qualities like lack of agency and repetition onto humans, without granting machines any living traits.",No,"'Mere' emphasizes reduction to machine-like triviality; 'going through' suggests rote, automatic motion; 'carelessly' underscores lack of genuine engagement, reinforcing the technomorphic framing of priests as mechanical rather than sentient.",technomorphism,16047
"The machine is described as doing 'lively work,' attributing vitality and energy to it, which blends mechanical and living registers, reflecting a hybrid understanding of machines.",Yes,"'Lively' projects vitality onto the machine, while 'did' and 'work' frame its mechanical function in animate, human-like terms. 'The,' 'about,' 'for,' 'an,' and '.' are grammatical/structural and not directly relevant to the hybridity.",anthropomorphism,7857
"The phrase '""the machine""' in quotes suggests a nickname, likely referring to a vehicle or person treated as ready like a companion alongside Dan, implying a subtle blending of human and mechanical readiness.",Yes,"'the machine' in quotes personifies an object as a named entity paired with Dan, ready together, suggesting agency; 'door' and 'drive' contextualize a shared human-machine activity, reinforcing interpenetration of registers.",anthropomorphism,16051
"The sentence compares the girl to a machine to describe her being used impersonally, projecting mechanical qualities onto a human—this is technomorphism, not a hybrid interpenetration of registers.",No,"The words 'girl', 'position', and 'use' relate to the human subject being instrumentalized; 'a' is not relevant. The comparison casts the girl as tool-like, reflecting technomorphism rather than blending vitality into machines.",technomorphism,16053
"The sentence describes men working relentlessly, comparing them explicitly to machines 'and not flesh and blood,' projecting mechanical qualities (tireless repetition, lack of human limits) onto human workers, illustrating technomorphism through interpenetration of mechanical and living registers.",Yes,"'flesh' and 'blood' represent the human/organic register being negated; 'they' and 'were' link men to machine identity; 'meals' shows the only human need still present; 'not' explicitly denies their humanity, reinforcing mechanical framing.",technomorphism,16054
"The sentence explicitly rejects viewing a wife as a machine, opposing mechanical and emotional/human registers rather than blending them. This is a contrast, not a hybrid interpenetration.",No,"{'her': 'Refers to the wife, the human subject being distinguished from a machine.', 'a': ""Article used in 'a mere machine,' part of the contrastive phrase."", 'man': ""The husband, human subject expected to recognize his wife's individuality."", 'mere': 'Emphasizes the dismissal of the mechanical comparison, reinforcing opposition.', 'temper': 'Represents emotional/human quality contrasted with mechanical nature.', 'wife': 'Central figure whose humanity is being affirmed against mechanization.', 'be': 'Copula linking wife to the negated mechanical identity.', ';': 'Marks division between the negation and the advice to study her temper.', ',': 'Syntactic separator, not thematically relevant.', 'right': 'Refers to moral entitlement, unrelated to mechanical/human blending.'}",technomorphism,7870
"The sentence frames a sewing machine as an agent of human liberation, linking mechanical invention to emotional/social freedom, suggesting a hybrid rather than opposed relationship between machine and human experience.",Yes,"‘Were’ and ‘women’ link human emancipation to the machine’s action; ‘sewing’ ties mechanical function to human labor/emotion; ‘a’ and ‘,’ are structural, not directly relevant.",neutral,7872
"The sentence contrasts being treated as a 'teaching machine' or tool (mill, plough) with being valued as a loved family member, reinforcing opposition between mechanical/instrumental and emotional/human registers rather than blending them.",No,"{'ing': ""Part of 'teaching', referring to her role/function, tied to the machine metaphor applied to her."", 'her': 'Refers to the woman being described, the subject of the technomorphic comparison.', 'teach': ""Used in 'teaching machine', explicitly likening her function to a mechanical device."", 'mill': ""Used alongside 'plough' as an example of a soulless tool she is NOT equivalent to, reinforcing opposition.""}",technomorphism,16064
"The sentence is a neutral statement about preventing someone from observing a machine in operation; it contains no vitalizing or mechanizing language, so it lacks hybrid interpenetration of mechanical and living registers.",No,"None of these words carry anthropomorphic or technomorphic weight; 'machine' and 'work' refer to a literal device functioning normally, without emotional or human qualities attributed to it, nor mechanical qualities attributed to a person.",neutral,7875
"The sentence contrasts a mechanical device (sewing machine) with a lively, singing girl, keeping human vitality and machine function separate rather than blending them.",No,"{'sewing': 'refers to the mechanical task, not imbued with feeling', 'work': 'denotes mechanical function, not emotional register', ',': 'punctuation, no semantic content', 'girl': 'human subject, described with vitality, not mechanically', 'a': 'article, no semantic content', 'merrily': 'describes human emotion, unrelated to machine', 'with': 'preposition linking girl to machine, no blending of registers', 'was': 'auxiliary verb, neutral', 'the': 'article, no semantic content', 'other': 'distinguishes from another girl, no relevance to hybridity', 'singing': 'human activity showing life and emotion, separate from machine', 'at': 'preposition, neutral'}",neutral,7902
"The speaker rejects being treated as a machine ('winding up'), asserting personal will against mechanization. This maintains opposition between human agency and machine imagery rather than blending them.",No,"{'no': 'Negates the machine comparison, asserting difference not blending', 'that': 'connects the denial clause, part of negation structure', 'have': ""used in 'have the winding up of', invoking mechanical control being rejected"", 'father': 'addressee, human target of the rejected mechanical framing', 'you': 'human addressee reinforcing opposition between people, not machine', 'am': 'asserts identity against being a machine, opposition marker', 'up': ""part of 'winding up', mechanical clock/machine imagery invoked then denied"", 'and': ""conjunction linking 'father' and 'anyone else', not directly relevant""}",technomorphism,7912
"The person is described as failing 'his duty as a machine' yet possessing 'undoubted right to volition,' blending mechanical duty with human agency, illustrating hybrid interpenetration of registers.",Yes,"'a' and 'as' appear in the phrase 'as a machine,' framing the human in mechanical terms while still attributing volition, making these words central to the technomorphic framing. The comma is not relevant.",technomorphism,7918
"The sentence describes the human narrator moving mechanically and feeling emotionally 'dead,' merging mechanical and emotional registers by likening human behavior to a machine while emphasizing lost feeling.",Yes,"{'aboutlike': ""Part of 'went about like a machine,' the key phrase establishing the mechanical simile applied to the human subject."", 'a': ""Article linking to 'machine,' forming the simile that mechanizes human action."", 'poor': ""Refers to the 'poor old people' visited, part of human/emotional context, not directly relevant to mechanization."", 'went': ""Verb describing the narrator's mechanical, repetitive motion, key to the technomorphic framing."", 'hill': 'Refers to a place name (Tulse Hill), part of the mechanical routine described, showing repetitive motion without emotional engagement.'}",technomorphism,16121
"The sentence describes children being treated according to a mechanical, systematized model, reducing human individuals to units governed by mathematical precision, which reflects technomorphism rather than a balanced hybrid interpenetration.",Yes,"human, children: the human subjects being mechanized; system, machine-like, mill: framework imposing mechanical logic on humans; number, units: reduces persons to quantifiable, machine-like entities; little, of, and: minor connective or qualifying terms with no independent bearing on the machine/human interplay.",technomorphism,7943
"Hagar's fingers are described as working with 'the regularity of a machine,' projecting mechanical qualities onto a human body — a technomorphic depiction, showing hybrid interpenetration of human and mechanical registers.",Yes,"'worked', 'ceaselessly', 'regularity', 'of', 'a', 'machine' (implied) directly liken human fingers to mechanical repetition; 'fingers', 'thin' describe the human body being mechanized; 'hand', 'soft', 'touch' contrast organic tenderness with the mechanical description, reinforcing the hybridity.",technomorphism,16142
"The sentence questions whether a woman is essentially a machine performing mechanical tasks, contrasting this with human joys/sorrows, blending mechanical and emotional registers by applying machine-like qualities to a human.",Yes,"'a machine' frames the woman via mechanical metaphor; 'born' ties this mechanical identity to human origin, unifying registers; 'been' sets up the hypothetical machine-identity; '?' marks the reflective, emotionally probing question interrogating her humanity.",technomorphism,16145
"The sentence treats sewing machines as mere tools aiding her manual craft, with no vitality or feeling attributed to them, and her fingers remain purely human, not mechanized. No interpenetration of registers occurs.",No,"{'sewing': 'Refers to mechanical tools used functionally, not given human traits.', 'fingers': 'Human body part described normally, not mechanized.', 'and': 'Neutral conjunction, no bearing on register.', 'dozen': 'Quantifier for machines, purely descriptive.', 'aid': ""Machines are 'aid' to her work, framing them as inert tools, not agents."", 'fashion': 'Refers to human craft/industry, neutral term.', 'room': 'Physical space, neutral, no anthropomorphic or mechanical connotation.', 'durzees': 'Human tailors mentioned neutrally, not mechanized.', '': ''}",neutral,7960
"The sentence is a factual administrative account of a petition regarding learning to spin on a jenny; it presents the machine as a neutral tool, with no blending of mechanical and living/emotional registers.",No,"these: refers to machines, purely descriptive; of: standard prepositional usage; petition: administrative term, no hybridization; months: measures time of stay, unrelated to man-machine blending.",neutral,16153
"The sentence describes a laundry machine in purely functional, mechanical terms—pipes, tubes, water supply—without attributing feeling, vitality, or agency to it, nor describing humans mechanically. No interpenetration of registers occurs.",No,"Words like 'tube', 'closet', 'reservoir', 'pipes', 'quarter' describe physical infrastructure neutrally. 'Daily', 'in', 'by', 'with', 'a', ',' are structural/functional terms indicating routine mechanical operation, not emotional or living qualities—supporting a non-hybrid, purely technical description.",neutral,16156
"The sentence explicitly rejects the machine metaphor for humans, asserting human will and divine sonship instead, so it opposes rather than blends mechanical and living/emotional registers.",No,"'mere' and 'machines' frame mechanical existence as diminished, contrasted with 'will' and 'children of God'; 'by' shows passive movement rejected for humans, reinforcing opposition, not hybridity.",technomorphism,7968
"The sentence has a human subject describing intent to behave like a machine, projecting mechanical qualities (lack of feeling, function, repetition) onto a person, showing interpenetration of registers.",Yes,"'I' and 'will act' indicate human agency and intention; 'like a machine' projects mechanical qualities onto that human behavior, merging living/emotional and mechanical registers through comparison.",technomorphism,16166
"The sentence depicts the woman as detached from her own speech, describing herself as 'a machine' used by another, illustrating technomorphism rather than a genuine interpenetration of mechanical and living registers.",No,"'using', 'a', 'merely', 'machine' (implied) highlight the technomorphic framing of the woman as a mechanical instrument; 'voice' and 'dish' relate to her human actions but are overridden by the mechanical metaphor, showing contrast rather than hybridity.",technomorphism,16168
"The sentence describes machines as stopped mechanically while humans respond emotionally to an accident; machines remain inert objects, humans retain agency and feeling, so no interpenetration occurs.",No,"Girls are shown with human agency and concern, not mechanized; several modifies machines neutrally, indicating quantity without vitality or feeling attributed to them.",neutral,7978
